Priced In,USD,USD,USD,USD,USD,USD
Price Type,Bid,Ask,Bid,Ask,Bid,Ask
Summary,High,High,Low,Low,Average,Average
21/11/05,488.6,491.5,484.1,486.9,486.28,489.1
22/11/05,493.05,495.85,489.45,492.5,491.45,494.24
23/11/05,492.7,495.75,488.8,489.8,490.52,493.25
24/11/05,493.2,496,490.9,493.1,492.26,494.96
25/11/05,495.6,498.65,493.45,496.25,494.16,497.12
26/11/05,,,,,,
27/11/05,,,,,,
28/11/05,497.7,500.8,494.9,497.95,496.59,499.44
29/11/05,500.95,504,496.7,499.75,498.83,501.83
30/11/05,498.2,501,492,492.8,493.7,496.52
1/12/05,493.6,496.25,490.45,493.5,492.25,494.96
2/12/05,505.7,508.75,502.45,505.35,503.39,506.38
3/12/05,493.35,495,493.35,495,493.35,495
4/12/05,,,,,,
5/12/05,506.9,510,502.2,505.3,504.84,507.8
6/12/05,509.5,512.75,506.45,509,507.76,510.63
7/12/05,512.3,515.4,508.4,511.5,510.58,513.67
8/12/05,517.4,520.5,513.9,517,516.08,519.17
9/12/05,522.3,525.4,519.3,522.4,520.7,523.8
10/12/05,525.3,526.9,525.3,526.9,525.3,526.9
11/12/05,,,,,,
12/12/05,539.2,542.25,524.9,527.9,533.72,536.71
13/12/05,526.95,530,520.7,523.25,522.53,525.59
14/12/05,516.2,519.25,512.2,515.25,513.7,516.8
15/12/05,504.6,507.6,500.2,502.1,502.91,505.85
16/12/05,501.7,504.75,492.95,496,496.97,500.1
17/12/05,502.5,504.5,502.5,504.5,502.5,504.5
18/12/05,,,,,,
19/12/05,508.75,510.9,500.45,503.75,504.65,507.55
20/12/05,506.9,510,502.5,505.6,505.53,508.43
21/12/05,492.7,495.8,488.9,492,490.35,493.39
22/12/05,495.4,498.5,493.2,496.25,494.19,497.32
23/12/05,503.2,506.25,502.45,505.4,502.75,505.8
24/12/05,502.2,503.9,502.2,503.9,502.2,503.9
25/12/05,,,,,,
26/12/05,,,,,,
27/12/05,,,,,,
28/12/05,509.45,512.5,503.2,506.25,507.81,510.86
29/12/05,516.45,519.5,514.45,517.75,515.41,518.54
30/12/05,513.2,516.5,512.2,515.5,512.7,516
31/12/05,516.8,518.5,516.8,518.5,516.8,518.5
1/01/06,,,,,,
2/01/06,,,,,,
3/01/06,519.45,522.5,516.2,519.25,517.98,521.13
4/01/06,534.1,537.2,517.45,520.5,530.9,533.98
5/01/06,533.4,536.4,529.95,533.25,531.38,534.45
6/01/06,528.95,532,522.45,525.25,525.5,528.49
7/01/06,538.9,540.5,538.9,540.5,538.9,540.5
8/01/06,,,,,,
9/01/06,542.7,546,538.2,541.25,541.18,544.32
10/01/06,547.45,550.5,543.95,547,545.58,548.65
11/01/06,543.2,546.25,539,542.1,541.81,544.79
12/01/06,547.8,550.9,545.95,549,547.01,549.99
13/01/06,546,549.1,544.7,547.75,545.26,548.34
14/01/06,554.1,556.75,554.1,555.75,554.1,556.25
15/01/06,,,,,,
16/01/06,558.3,560.55,554.7,557.8,556.19,558.94
17/01/06,562.95,566,556.7,558.25,560.21,563.07
18/01/06,553.5,556.6,543.45,546,547.39,550.01
19/01/06,549.95,553,541.95,545,546.92,550
20/01/06,559.3,562.4,554.8,557.85,556.68,559.83
21/01/06,553,554.7,553,554.7,553,554.7
22/01/06,,,,,,
23/01/06,555.7,558.75,551.75,552.75,554.33,557.27
24/01/06,558.2,561.25,555.1,558.2,556.5,559.59
25/01/06,560.9,564,556.45,559.5,558.5,561.56
26/01/06,549.69,553.76,549.69,553.76,549.69,553.76
27/01/06,558.9,562.1,556.7,559.75,557.74,560.89
28/01/06,558.7,560.5,558.7,560.5,558.7,560.5
29/01/06,,,,,,
30/01/06,561.4,564.6,558.3,561.5,559.97,563.14
31/01/06,569.45,572.5,567,570.2,568.09,571.27
1/02/06,568.2,571.25,565,566.7,566.75,569.7
2/02/06,572,573.65,565.3,568.35,569.28,572.22
3/02/06,572.2,575.25,570.55,572.5,571.36,573.96
4/02/06,,,,,,
5/02/06,,,,,,
6/02/06,571,574.2,566.4,569.6,569.45,572.6
7/02/06,569.95,573,567.2,570.4,568.63,571.71
8/02/06,549.5,552.7,546.45,549.75,547.56,550.73
9/02/06,557.8,561,548.8,552,556,559.14
10/02/06,565.3,568.5,556.1,559.3,560.57,563.78
11/02/06,,,,,,
12/02/06,550.85,552.5,550.85,552.5,550.85,552.5
13/02/06,550.45,553.5,543.45,546.5,544.68,547.92
14/02/06,546.2,549.4,533.95,537.75,537.25,540.49
15/02/06,546.7,550,543.7,547.5,545.17,548.83
16/02/06,539.4,542.6,535.95,539.25,537.44,540.91
17/02/06,545.7,550,544.2,545.1,544.7,548.12
18/02/06,551.3,553.1,551.3,553.1,551.3,553.1
19/02/06,,,,,,
20/02/06,553.45,556.5,550.95,554.25,552.08,555.26
21/02/06,555.2,558.25,550.95,554,553.01,556.09
22/02/06,553.8,556.8,552.2,555.4,552.87,555.94
23/02/06,553.4,556.3,550.7,553.9,552.13,555.1
24/02/06,551.2,554.25,546.95,550,549.64,552.59
25/02/06,558.1,559.9,558.1,559.9,558.1,559.9
26/02/06,,,,,,
27/02/06,557.7,560.75,554.95,558,555.91,559
28/02/06,555.25,557.65,552.45,555.5,553.58,556.34
1/03/06,561.6,564.65,560.05,563.1,560.55,563.59
2/03/06,563.7,566.75,561.6,564.65,562.52,565.53
3/03/06,569.1,572.3,563.2,570.5,567.76,571.31
4/03/06,564.6,566.4,564.6,566.4,564.6,566.4
5/03/06,,,,,,
6/03/06,,,,,,
7/03/06,556.8,560,552.6,555.8,554.94,558.06
8/03/06,552.6,555.4,548.95,552,550.82,553.78
9/03/06,545.35,548.5,539.85,542.65,542.89,545.93
10/03/06,545,548,544.3,547.5,544.65,547.75
11/03/06,,,,,,
12/03/06,541.1,542.5,541.1,542.5,541.1,542.5
13/03/06,543.95,546.75,540.7,543.5,542.55,545.5
14/03/06,545.4,548.6,542.2,545.25,544.01,547.05
15/03/06,550.8,553.8,548.85,552.9,550.05,553.2
16/03/06,551.95,555,549.7,552.9,550.56,553.72
17/03/06,554,557.2,552.6,554.9,553.05,556
18/03/06,552.85,554.5,552.85,554.5,552.85,554.5
19/03/06,,,,,,
20/03/06,555.1,558.3,553.2,556,554.48,557.57
21/03/06,553.1,556.3,551.2,554.4,552.26,555.41
22/03/06,552.2,555.4,551.1,552.8,551.71,554.53
23/03/06,549.6,552.8,547.2,550.25,548.59,551.63
24/03/06,548.9,552.1,547.9,551.1,548.61,551.79
25/03/06,559.6,561.4,559.6,561.4,559.6,561.4
26/03/06,,,,,,
27/03/06,561.9,565.1,557.9,561,559.46,562.62
28/03/06,566.3,569.5,546.9,565.5,562.43,567.59
29/03/06,563.5,566.2,559.45,562.5,561.22,564.26
30/03/06,577.6,580.8,570.8,574,572.9,575.89
31/03/06,587.4,590.6,582.2,585.4,585.13,588.25
1/04/06,582.8,584.6,582.8,584.6,582.8,584.6
2/04/06,,,,,,
3/04/06,584.55,587.35,581.2,584.25,583.1,586.22
4/04/06,587.2,590.3,584,587.2,585.48,588.6
5/04/06,584.6,587.8,581.3,584.5,582.91,586.11
6/04/06,594.4,597.6,587.2,590.2,590.24,593.37
7/04/06,596.7,599.9,594.2,597.25,595.28,598.34
8/04/06,587.6,589.25,587.6,589.25,587.6,589.25
9/04/06,,,,,,
10/04/06,596.7,599.8,587.2,590.4,593,596.08
11/04/06,602.6,605.7,598.1,601.2,600.66,603.83
12/04/06,598.1,601.2,592.6,595.65,595.94,599.01
13/04/06,597.5,600.6,593.4,596.5,594.6,597.69
14/04/06,,,,,,
15/04/06,598.9,600.8,598.9,600.8,598.9,600.8
16/04/06,,,,,,
17/04/06,,,,,,
18/04/06,616.8,619.9,612.2,615.3,614.71,617.8
19/04/06,625.9,626.7,620.8,623.9,622.42,625.31
20/04/06,644.6,647.7,634.4,637.5,639.53,642.49
21/04/06,622.5,625.6,609.95,613.25,613.85,617.04
22/04/06,633.2,634.9,633.2,634.9,633.2,634.9
23/04/06,,,,,,
24/04/06,637.95,642.25,623.3,626.4,630.77,633.97
25/04/06,,,,,,
26/04/06,632.95,636.25,628.4,630,630.75,633.69
27/04/06,639.8,643.1,630.4,631.4,637.02,640.06
28/04/06,638.4,641,633.9,637.2,636.46,639.44
29/04/06,653.6,655.5,653.6,655.5,653.6,655.5
30/04/06,,,,,,
1/05/06,660,663.3,651.7,655,657.67,660.78
2/05/06,658.5,659.5,652.2,656,654.61,657.77
3/05/06,672.7,676,666.3,669.6,668.67,671.71
4/05/06,666.2,669.5,662.7,666.5,664.47,667.82
5/05/06,679.8,683.1,674.7,678.5,676.98,680.03
6/05/06,681.8,683,681.8,683,681.8,683
7/05/06,,,,,,
8/05/06,682.7,686,677.5,678.5,680.51,683.56
9/05/06,680.8,683.7,677.5,680.8,679.36,682.36
10/05/06,701.2,704.5,697.7,700.75,699.87,702.86
11/05/06,710.95,714,704.7,707.75,707.35,710.49
12/05/06,727.2,728.2,715.9,719.2,719.75,722.9
13/05/06,713.9,715.8,713.9,715.8,713.9,715.8
14/05/06,,,,,,
15/05/06,719.45,722.5,697,698,714.11,717.25
16/05/06,684,687.9,674.6,679.5,679.2,683.05
17/05/06,714.8,718.7,685.3,689.2,702.73,706.58
18/05/06,688.35,692.75,680.5,684.2,683.72,687.4
19/05/06,686.6,690.5,679.6,683.5,683.02,686.77
20/05/06,656.8,658.5,656.8,658.5,656.8,658.5
21/05/06,,,,,,
22/05/06,658.1,662,636.8,640.5,648.27,652.14
23/05/06,662.1,666,650.35,654.25,657.57,661.42
24/05/06,668.8,672.5,663.9,667.6,666.46,670.19
25/05/06,644.7,648.4,641,644.7,643.08,646.85
26/05/06,652.6,656.3,650.2,653.9,651.68,655.45
27/05/06,651.2,652.9,651.2,652.9,651.2,652.9
28/05/06,,,,,,
29/05/06,651.6,656.5,645.1,649,648.54,652.89
30/05/06,653.85,657.75,647.6,651.25,649.71,653.45
31/05/06,654.25,657.2,650.1,653.8,651.58,655.3
1/06/06,642.3,646,630.1,634,637.51,641.28
2/06/06,630.7,634.4,618.8,622.5,624.94,628.41
3/06/06,637.4,639.1,637.4,639.1,637.4,639.1
4/06/06,,,,,,
5/06/06,,,,,,
6/06/06,637.4,641,632,635.9,634.95,638.63
7/06/06,629.2,632.8,621.55,625.45,625.14,628.83
8/06/06,625.7,629.3,617.85,618.85,622.97,626.34
9/06/06,612.3,615.1,603.7,607.3,607.68,611.1
10/06/06,606.7,608.3,606.7,608.3,606.7,608.3
11/06/06,,,,,,
12/06/06,607.9,611.5,601.95,605.85,604.98,608.47
13/06/06,602.7,606.3,589.2,592.8,595.67,599.28
14/06/06,647.8,651.5,548.35,552.25,571.96,575.94
15/06/06,575.4,579,553.85,557.5,563.66,567.25
16/06/06,583.85,588.75,568.6,572.5,579.74,583.65
17/06/06,580.1,581.7,580.1,581.7,580.1,581.7
18/06/06,,,,,,
19/06/06,577.9,581.5,567.2,570.8,571.74,575.48
20/06/06,571.4,574.65,561.1,564.75,565.47,569.02
21/06/06,577.35,581.5,575.35,576.5,576.63,580.04
22/06/06,592.5,596.15,587.8,591.4,590.94,594.6
23/06/06,582.8,587.5,581.45,583.75,582.21,586.59
24/06/06,582.6,584.2,582.6,584.2,582.6,584.2
25/06/06,,,,,,
26/06/06,585.7,590.4,582.5,587,583.76,588.35
27/06/06,589.55,594.55,584.3,589.3,587.1,592.05
28/06/06,582.75,587.75,578,583,580.69,585.79
29/06/06,580.5,585.2,579.2,584.2,579.79,584.64
30/06/06,600.5,606.25,596.1,602.1,598.98,604.1
1/07/06,612.1,614,612.1,614,612.1,614
2/07/06,,,,,,
3/07/06,619,624,612.2,616.9,617.36,622.17
4/07/06,623,628,615.5,620.25,619.48,624.12
5/07/06,627.1,633,624.5,629.25,625.64,630.71
6/07/06,627.2,631.9,622,627,624.41,629.22
7/07/06,632.25,637.25,627.9,633.15,629.45,634.63
8/07/06,629.4,631.8,629.4,631.8,629.4,631.8
9/07/06,,,,,,
10/07/06,629.75,635.1,623.9,628.9,627.66,632.79
11/07/06,627.1,632.6,620.4,625.9,625.26,630.24
12/07/06,642.55,646.5,638.7,643.35,640.53,645.04
13/07/06,652.25,657.25,644.3,649.8,647.56,652.65
14/07/06,661.75,667,658.6,663,659.92,664.82
15/07/06,664,666.4,664,666.4,664,666.4
16/07/06,,,,,,
17/07/06,673.75,678.9,667.5,672.1,671.22,676.26
18/07/06,651.1,656.6,642.75,647,647.33,652.5
19/07/06,631.25,636.25,624,627.2,627.31,631.94
20/07/06,643.5,648.75,635.5,640.5,640.36,644.87
21/07/06,629.8,634.5,620.5,625.25,624.3,628.71
22/07/06,619.6,622,619.6,622,619.6,622
23/07/06,,,,,,
24/07/06,618.1,623.6,611.75,616.5,615.26,620.21
25/07/06,622.1,626,613.5,619,618.06,622.81
26/07/06,618,623.5,613.25,618,615.72,620.6
27/07/06,632.4,636.3,622.75,627,626.35,631.09
28/07/06,635.5,640.5,629,634,631.03,636.2
29/07/06,635,636.9,635,636.9,635,636.9
30/07/06,,,,,,
31/07/06,637.6,642.6,633.1,637.6,635.29,640.12
1/08/06,635.5,641,633.35,634.35,634.32,638.82
2/08/06,650.25,655.25,645.5,649.15,648.04,652.72
3/08/06,650.75,656.25,644.4,647.1,647.72,652.81
4/08/06,645.7,651.2,643.2,645.25,644.63,649.5
5/08/06,645.3,647.7,645.3,647.7,645.3,647.7
6/08/06,,,,,,
7/08/06,649.25,654,643.9,649.4,646.97,651.99
8/08/06,647.25,652.75,644,646,645.38,649.67
9/08/06,642.5,647,635.25,640.5,638.36,643.45
10/08/06,652.3,657.8,647.25,651.5,649.15,654.25
11/08/06,648.9,654.4,638.75,641.6,640.52,644.94
12/08/06,631.8,633.7,631.8,633.7,631.8,633.7
13/08/06,,,,,,
14/08/06,631.5,636,625.5,629.75,628.38,632.88
15/08/06,626.3,631.1,624.6,625.5,625.19,629.02
16/08/06,626.5,631.5,623,627,624.75,629.2
17/08/06,630.25,634.4,627.1,631.25,628.61,632.78
18/08/06,614.6,619.4,612.1,616.9,612.97,617.77
19/08/06,614.2,615.9,614.2,615.9,614.2,615.9
20/08/06,,,,,,
21/08/06,620.7,625.5,613.25,618,616.34,621.24
22/08/06,626.7,631.75,625.1,627.7,626.14,630.45
23/08/06,622.9,628.4,620.8,624.1,622.03,626.88
24/08/06,623.6,627.7,619.5,624.6,621.06,625.97
25/08/06,622,627,618.5,624,620.13,625.46
26/08/06,622.1,624.5,622.1,624.5,622.1,624.5
27/08/06,,,,,,
28/08/06,622.6,627.3,620.4,624.1,621.22,626.35
29/08/06,616.8,621.5,612,617.5,614.89,619.71
30/08/06,614.4,619.9,612.3,613.8,613.4,618.19
31/08/06,622.5,626.4,617.1,622.6,619.37,624.03
1/09/06,626,631,623.85,624.85,625,629.1
2/09/06,624.55,626.45,624.55,626.45,624.55,626.45
3/09/06,,,,,,
4/09/06,626.4,631.35,623.6,627.4,625.25,629.82
5/09/06,629.3,632.5,625,630,627.03,631.48
6/09/06,638.2,643.2,634.3,638.15,637.03,641.52
7/09/06,635,640,630.8,634.2,632.68,637.36
8/09/06,632.2,637.2,611.4,616.4,616.65,621.6
9/09/06,609.9,611.8,609.9,611.8,609.9,611.8
10/09/06,,,,,,
11/09/06,611.5,616.5,592,596.4,597.17,601.88
12/09/06,597.5,603,584.7,590.2,593.4,598.52
13/09/06,586.2,591.7,538.2,582.3,579.3,587.48
14/09/06,591.4,596.9,587.5,593,589.08,594.39
15/09/06,576.5,581.8,572.75,577.55,575.35,580.68
16/09/06,578.7,581.1,578.7,581.1,578.7,581.1
17/09/06,,,,,,
18/09/06,582.1,587.6,578.9,581.6,580.51,585.6
19/09/06,585.8,591.3,581.9,583.4,584.54,589.47
20/09/06,575.3,580.3,572.32,576.3,573.66,578.62
21/09/06,580.2,584.1,574.3,579.3,577.37,582.03
22/09/06,587.3,592.3,582.8,587.8,585.32,590.32
23/09/06,,,,,,
24/09/06,,,,,,
25/09/06,588.5,593.5,584.75,589,587.21,591.72
26/09/06,592.1,597.1,589.7,592,590.77,595.36
27/09/06,595.5,600.5,588.95,593.7,591.94,596.9
28/09/06,604,606.8,599.8,604.2,601.5,605.75
29/09/06,602,607,598.5,603,600.13,605.08
30/09/06,597.4,599.3,597.4,599.3,597.4,599.3
1/10/06,,,,,,
2/10/06,,,,,,
3/10/06,596.25,601,590.7,593.25,593.33,597.53
4/10/06,576.6,581.6,573.5,578.5,575.46,580.46
5/10/06,568.3,573.3,565.6,570.6,566.78,571.78
6/10/06,572,577,568.1,573.1,570.23,575.19
7/10/06,572.9,574.8,572.9,574.8,572.9,574.8
8/10/06,,,,,,
9/10/06,578.6,583.6,567.9,572.9,576.11,581.11
10/10/06,578.6,583.35,575.4,579.6,577.2,581.78
11/10/06,573,577.7,569.6,574,571.04,575.54
12/10/06,575.1,580.1,571.8,575.8,573.38,577.91
13/10/06,578,582.7,576.5,581.5,577.11,581.98
14/10/06,,,,,,
15/10/06,,,,,,
16/10/06,590.8,595.8,589.2,591,589.93,594.23
17/10/06,596.2,601,589.4,594.4,594.89,599.47
18/10/06,594,598.2,588.3,593.3,590.77,595.21
19/10/06,589.7,594.7,587.5,592.5,588.52,593.46
20/10/06,600.4,605.4,598.1,603.1,598.99,603.94
21/10/06,591,592.9,591,592.9,591,592.9
22/10/06,,,,,,
23/10/06,591,596,586.5,589.5,588.63,593.22
24/10/06,580,585.5,576.3,579.2,577.86,582.8
25/10/06,583.4,588.6,581.5,586.25,582.55,587.6
26/10/06,591.8,597.3,579.7,584.7,589.2,594.56
27/10/06,594.9,600.4,592.2,597.7,593.26,598.55
28/10/06,598.9,601.3,598.9,601.3,598.9,601.3
29/10/06,,,,,,
30/10/06,605,609.75,592.2,597.7,600.76,606.16
31/10/06,602.6,607.6,598.8,599.8,600.17,604.46
1/11/06,609,613.5,605.4,610.4,607.16,611.98
2/11/06,616.1,620.85,613.4,618.4,614.91,619.84
3/11/06,623.75,627.75,621.25,625.5,621.93,626.19
4/11/06,627.1,629,627.1,629,627.1,629
5/11/06,,,,,,
6/11/06,627.75,632,624.85,628.3,626.76,630.59
7/11/06,623.6,628.1,621.3,625.8,622.74,627.24
8/11/06,624.8,629.3,623.1,627.6,624.21,628.68
9/11/06,617.1,621.6,614.8,617.9,615.93,620.08
10/11/06,635,639.5,631.3,635.8,632.85,637.33
11/11/06,627.6,629.5,627.6,629.5,627.6,629.5
12/11/06,,,,,,
13/11/06,631,635.5,627,629.8,629.03,633.18
14/11/06,628.1,632.6,621.2,623.6,623.59,627.65
15/11/06,622.4,626.9,619.7,622.3,621.21,625.17
16/11/06,623.25,627.6,621.1,624.2,622.46,626.5
17/11/06,617.4,621.9,615.3,619.45,616.43,620.82
18/11/06,621,622.9,621,622.9,621,622.9
19/11/06,,,,,,
20/11/06,623.9,627.5,620.4,624.9,622.32,626.49
21/11/06,624.5,627.75,621.1,625.25,622.42,626.64
22/11/06,627.8,631.8,625.3,628.8,626.4,630.32
23/11/06,630.1,633.5,628,631.1,628.66,632.66
24/11/06,633,637.25,629.75,634.25,630.96,635.43
25/11/06,637.3,639.2,637.3,639.2,637.3,639.2
26/11/06,,,,,,
27/11/06,640.2,644.7,636.3,640.8,638.45,642.9
28/11/06,639.75,644.1,637,638.1,638.03,642.07
29/11/06,639.25,643.6,637.1,641.6,638.28,642.72
30/11/06,637.1,641.35,635.2,639.7,636.17,640.58
1/12/06,646.4,650.99,645.2,649.7,645.77,650.25
2/12/06,644.8,646.7,644.8,646.7,644.8,646.7
3/12/06,,,,,,
4/12/06,646.6,651.1,644.2,647,645.71,649.74
5/12/06,645.3,649.8,642.4,643.5,643.9,647.9
6/12/06,641.9,646.9,637.4,638.8,638.46,642.97
7/12/06,631.2,634.4,625.9,630.9,628.14,632.67
8/12/06,632.2,637.2,629.7,634.7,631.03,635.89
9/12/06,629.5,631.9,629.5,631.9,629.5,631.9
10/12/06,,,,,,
11/12/06,627.8,632.2,622.3,627.3,624.35,629.25
12/12/06,629.7,634.1,627.7,631.2,628.46,632.93
13/12/06,628.6,633.6,627.4,629.4,627.9,632.31
14/12/06,628,632,625.8,629.5,626.83,631.13
15/12/06,625.9,630.9,623.9,628.9,624.5,629.5
16/12/06,614.2,616.6,614.2,616.6,614.2,616.6
17/12/06,,,,,,
18/12/06,617.3,621.2,613.6,618.6,615.39,619.78
19/12/06,617,620.4,614.4,617.5,615.17,619.47
20/12/06,622.2,626.4,621.1,623.7,621.47,625.66
21/12/06,619.7,624.7,618.6,623.6,619.28,624.15
22/12/06,618,622.5,617.1,621.6,617.63,622.13
23/12/06,620.2,622.1,620.2,622.1,620.2,622.1
24/12/06,,,,,,
25/12/06,,,,,,
26/12/06,,,,,,
27/12/06,624,628.5,623.4,627.9,623.68,628.18
28/12/06,626.8,631.3,625.9,630.4,626.41,630.87
29/12/06,633.4,637.9,631.4,635.9,632.46,636.93
30/12/06,635.9,637.8,635.9,637.8,635.9,637.8
31/12/06,,,,,,
1/01/07,,,,,,
2/01/07,637.75,641.75,635.3,639.8,636.05,640.49
3/01/07,639.8,644.3,638.5,639.9,639.02,642.93
4/01/07,628.5,633,626.1,630.6,627.61,632.11
5/01/07,622.6,627.1,620.5,625,621.76,626.26
6/01/07,606.5,608.4,606.5,608.4,606.5,608.4
7/01/07,,,,,,
8/01/07,608,612.5,605.9,608.3,607.22,611.13
9/01/07,612.7,616.7,608.4,612.9,611.46,615.43
10/01/07,612.2,616.7,610.4,612.75,611.28,615.36
11/01/07,611.7,615.5,608.05,612.05,609.76,613.85
12/01/07,613.4,617,610.2,614.4,611.78,615.7
13/01/07,625.5,627.4,625.5,627.4,625.5,627.4
14/01/07,,,,,,
15/01/07,625.2,629.4,624,626.2,624.37,628.33
16/01/07,625.6,630.1,623.5,626.1,624.69,628.68
17/01/07,623.5,627.7,622.2,624.4,622.91,627.05
18/01/07,634.1,636.6,630.4,634.9,631.8,635.82
19/01/07,628,632,626.2,630.7,627.03,631.28
20/01/07,634.5,636.4,634.5,636.4,634.5,636.4
21/01/07,,,,,,
22/01/07,635,639.5,633.4,635.2,634.14,638.21
23/01/07,635.8,639.4,631.9,636.4,633.38,637.52
24/01/07,645.9,649.9,641.1,645.6,644.52,648.83
25/01/07,647.4,651.9,645.3,649.8,646.5,651
26/01/07,644.3,646.2,644.3,646.2,644.3,646.2
27/01/07,,,,,,
28/01/07,,,,,,
29/01/07,646.1,650.6,642.9,647.4,644.65,649.15
30/01/07,642.3,646.8,640.7,645.2,641.44,645.94
31/01/07,645.8,650.3,644,645.6,644.9,648.82
1/02/07,653.1,657.3,651.3,654.1,652.07,656.09
2/02/07,655.8,660.3,654.2,658.7,654.94,659.44
3/02/07,647.3,648.9,647.3,648.9,647.3,648.9
4/02/07,,,,,,
5/02/07,648.4,652.6,645.7,647.4,646.89,650.59
6/02/07,651.6,653.3,647.2,651.4,648.98,652.33
7/02/07,654.4,658.6,650.4,654.6,653.19,657.36
8/02/07,651.7,655.9,650.2,654.4,650.92,655.1
9/02/07,659.3,663.5,657.9,659.5,658.48,662.16
10/02/07,665.7,667.3,665.7,667.3,665.7,667.3
11/02/07,,,,,,
12/02/07,665.2,669.4,663.2,665.8,664.62,668.23
13/02/07,665.5,666.2,654.5,659,660.26,664.06
14/02/07,669.4,670.2,662.9,667.1,665.46,669.16
15/02/07,669.2,672,666.9,669.9,667.78,671.28
16/02/07,668.5,672.7,667.25,671.5,667.94,672.15
17/02/07,668.3,669.9,668.3,669.9,668.3,669.9
18/02/07,,,,,,
19/02/07,672.2,676.4,667.85,671.75,670.48,674.14
20/02/07,670.5,674.7,668.4,672.6,669.36,673.56
21/02/07,659.6,663.8,655.9,659.5,658.17,662.02
22/02/07,677.9,682.1,676,677.7,676.84,680.68
23/02/07,676.5,680.4,673.5,677.5,674.65,678.45
24/02/07,681.8,683.4,681.8,683.4,681.8,683.4
25/02/07,,,,,,
26/02/07,685.6,689.8,681.2,685.4,684.13,688.32
27/02/07,685.7,689.9,684.5,685.6,685.13,688.3
28/02/07,672.7,675.9,662.5,666.7,668.12,672.03
1/03/07,675.7,679.9,668,672,671.88,675.81
2/03/07,664.4,668.6,656.5,661.5,659.82,664.1
3/03/07,641.8,643.4,641.8,643.4,641.8,643.4
4/03/07,,,,,,
5/03/07,,,,,,
6/03/07,643.8,648,634.9,639.4,639.25,643.52
7/03/07,646.6,651.1,642.1,646.6,643.94,648.4
8/03/07,652.5,656.2,647.4,651.9,649.39,653.51
9/03/07,652.8,657.3,650.2,654.7,651.31,655.81
10/03/07,649.5,651.15,649.5,651.15,649.5,651.15
11/03/07,,,,,,
12/03/07,653.35,655.15,648.9,653.15,650.31,654.14
13/03/07,650,654.1,649,651,649.58,653.33
14/03/07,642.4,646.9,640.2,643.2,641.24,645.36
15/03/07,644.8,649.3,642.6,645.6,643.84,647.84
16/03/07,647.9,652.4,645.4,649.9,646.34,650.73
17/03/07,652,653.9,652,653.9,652,653.9
18/03/07,,,,,,
19/03/07,655.7,659,650.75,655,653.79,657.84
20/03/07,654.9,659.4,652.2,655.2,653.94,657.86
21/03/07,660.5,663.4,657,661.5,658.52,662.43
22/03/07,665.4,668.2,662.9,666.4,663.6,667.52
23/03/07,662.3,666.8,660.9,665.4,661.77,666.27
24/03/07,656.2,658.1,656.2,658.1,656.2,658.1
25/03/07,,,,,,
26/03/07,658.9,662.5,656.8,659.9,657.79,661.79
27/03/07,665,667.1,661.7,665.5,663.01,666.39
28/03/07,665.5,670,663.3,666,664.34,668.2
29/03/07,664.5,669.4,663,665,664.01,667.95
30/03/07,661.9,666.2,659.9,664.4,661.14,665.54
31/03/07,662.8,664.2,662.8,664.2,662.8,664.2
1/04/07,,,,,,
2/04/07,663.5,667.4,662,664.5,662.88,666.63
3/04/07,663.7,668.2,661.8,664.2,662.86,666.68
4/04/07,664.6,668.6,633.2,666.5,659.41,667.98
5/04/07,673.1,677.1,671.4,675.5,671.92,676.14
6/04/07,,,,,,
7/04/07,673.6,675.5,673.6,675.5,673.6,675.5
8/04/07,,,,,,
9/04/07,,,,,,
10/04/07,676.5,680,670.4,674.7,673.59,677.51
11/04/07,678.8,680.7,674.7,679.2,676.08,679.98
12/04/07,678.8,682.4,674.4,678.4,676.6,680.43
13/04/07,676.2,680.7,675.4,679.4,675.83,680.2
14/04/07,684.7,686.6,684.7,686.6,684.7,686.6
15/04/07,,,,,,
16/04/07,687,691,683.6,688.1,685.85,689.98
17/04/07,688.8,692.8,686.6,687.9,687.57,691.07
18/04/07,690,693.55,685.7,689.95,688.12,691.87
19/04/07,689.3,693.3,681.7,685.7,685.47,689.24
20/04/07,684.8,688.8,682.7,686.7,683.52,687.52
21/04/07,690.7,692.1,690.7,692.1,690.7,692.1
22/04/07,,,,,,
23/04/07,691.9,695.9,689.2,693.2,690.51,694.6
24/04/07,688.7,692.7,685.6,689.6,687.15,691.17
25/04/07,,,,,,
26/04/07,685.55,689.55,683.4,687.4,684.63,688.63
27/04/07,673.4,677.4,670.25,674.6,671.45,675.52
28/04/07,680.3,681.7,680.3,681.7,680.3,681.7
29/04/07,,,,,,
30/04/07,680.6,684.6,675.5,679.5,678.59,682.62
1/05/07,677.7,681.7,676.45,680.45,677.17,681.17
2/05/07,673.4,677.4,671.4,675.4,672.68,676.68
3/05/07,675.1,679.1,671.2,675.2,672.86,676.88
4/05/07,681.2,685.2,679.3,683.3,680.37,684.37
5/05/07,687.6,690,687.6,690,687.6,690
6/05/07,,,,,,
7/05/07,688.4,692.9,686.6,690.6,687.48,691.95
8/05/07,687.4,691.7,684.8,688.75,686.42,690.84
9/05/07,685.35,689.35,683.5,687.7,684.38,688.73
10/05/07,679,683.7,676.4,680.4,678.11,682.6
